Date,Time,Elapsed Seconds,Acceleration-X (g),Acceleration-Y (g),Acceleration-Z (g)
1/20/2020,2:56:01 PM,7.10,0.29,-0.91,1.03
1/20/2020,2:56:01 PM,7.20,0.28,-0.92,1.03
1/20/2020,2:56:01 PM,7.30,0.29,-0.92,1.02
1/20/2020,2:56:01 PM,7.40,0.29,-0.92,1.02
1/20/2020,2:56:01 PM,7.50,0.29,-0.92,1.02
1/20/2020,2:56:02 PM,7.60,0.29,-0.91,1.02
1/20/2020,2:56:02 PM,7.70,0.29,-0.91,1.03
1/20/2020,2:56:02 PM,7.80,0.29,-0.91,1.02
1/20/2020,2:56:02 PM,7.90,0.28,-0.91,1.02
1/20/2020,2:56:02 PM,8.00,0.28,-0.92,1.02
1/20/2020,2:56:02 PM,8.10,0.29,-0.92,1.02
1/20/2020,2:56:02 PM,8.20,0.29,-0.92,1.02
1/20/2020,2:56:02 PM,8.30,0.29,-0.92,1.03
1/20/2020,2:56:02 PM,8.40,0.29,-0.91,1.03
1/20/2020,2:56:02 PM,8.50,0.29,-0.91,1.02
1/20/2020,2:56:03 PM,8.60,0.29,-0.91,1.03
1/20/2020,2:56:03 PM,8.70,0.28,-0.92,1.02
1/20/2020,2:56:03 PM,8.80,0.29,-0.92,1.02
1/20/2020,2:56:03 PM,8.90,0.29,-0.92,1.02
1/20/2020,2:56:03 PM,9.00,0.29,-0.92,1.02
1/20/2020,2:56:03 PM,9.10,0.29,-0.91,1.02
1/20/2020,2:56:03 PM,9.20,0.29,-0.91,1.02
1/20/2020,2:56:03 PM,9.30,0.29,-0.91,1.02
1/20/2020,2:56:03 PM,9.40,0.29,-0.91,1.02
1/20/2020,2:56:03 PM,9.50,0.28,-0.92,1.03
1/20/2020,2:56:04 PM,9.60,0.29,-0.92,1.02
1/20/2020,2:56:04 PM,9.70,0.29,-0.93,1.02
1/20/2020,2:56:04 PM,9.80,0.29,-0.92,1.02
1/20/2020,2:56:04 PM,9.90,0.29,-0.91,1.02
1/20/2020,2:56:04 PM,10.00,0.29,-0.91,1.02
1/20/2020,2:56:04 PM,10.10,0.29,-0.91,1.03
1/20/2020,2:56:04 PM,10.20,0.29,-0.92,1.02
1/20/2020,2:56:04 PM,10.30,0.29,-0.92,1.02
1/20/2020,2:56:04 PM,10.40,0.29,-0.92,1.02
1/20/2020,2:56:04 PM,10.50,0.29,-0.92,1.02
