Date,Time,Elapsed Seconds,Acceleration-X (g),Acceleration-Y (g),Acceleration-Z (g)
1/20/2020,2:45:47 PM,1.55,0.6,-0.95,1.02
1/20/2020,2:45:47 PM,1.60,0.6,-0.95,1.02
1/20/2020,2:45:47 PM,1.65,0.6,-0.95,1.02
1/20/2020,2:45:47 PM,1.70,0.6,-0.94,1.02
1/20/2020,2:45:47 PM,1.75,0.6,-0.94,1.02
1/20/2020,2:45:47 PM,1.80,0.59,-0.94,1.02
1/20/2020,2:45:47 PM,1.85,0.59,-0.94,1.02
1/20/2020,2:45:48 PM,1.90,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,1.95,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,2.00,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,2.05,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,2.10,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,2.15,0.6,-0.95,1.01
1/20/2020,2:45:48 PM,2.20,0.6,-0.96,1.02
1/20/2020,2:45:48 PM,2.25,0.6,-0.96,1.02
1/20/2020,2:45:48 PM,2.30,0.6,-0.95,1.01
1/20/2020,2:45:48 PM,2.35,0.6,-0.95,1.01
1/20/2020,2:45:48 PM,2.40,0.6,-0.95,1.01
1/20/2020,2:45:48 PM,2.45,0.6,-0.95,1.02
1/20/2020,2:45:48 PM,2.50,0.6,-0.94,1.01
1/20/2020,2:45:48 PM,2.55,0.59,-0.94,1.01
1/20/2020,2:45:48 PM,2.60,0.59,-0.94,1.01
1/20/2020,2:45:48 PM,2.65,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,2.70,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,2.75,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,2.80,0.59,-0.95,1.02
1/20/2020,2:45:48 PM,2.85,0.59,-0.95,1.01
1/20/2020,2:45:49 PM,2.90,0.6,-0.95,1.01
1/20/2020,2:45:49 PM,2.95,0.6,-0.96,1.02
1/20/2020,2:45:49 PM,3.00,0.6,-0.95,1.02
1/20/2020,2:45:49 PM,3.05,0.6,-0.95,1.01
1/20/2020,2:45:49 PM,3.10,0.6,-0.95,1.01
1/20/2020,2:45:49 PM,3.15,0.6,-0.95,1.02
1/20/2020,2:45:49 PM,3.20,0.6,-0.95,1.02
1/20/2020,2:45:49 PM,3.25,0.59,-0.94,1.02
1/20/2020,2:45:49 PM,3.30,0.59,-0.94,1.02
1/20/2020,2:45:49 PM,3.35,0.59,-0.94,1.02
1/20/2020,2:45:49 PM,3.40,0.59,-0.95,1.02
1/20/2020,2:45:49 PM,3.45,0.59,-0.95,1.02
1/20/2020,2:45:49 PM,3.50,0.59,-0.95,1.02
1/20/2020,2:45:49 PM,3.55,0.59,-0.95,1.02
1/20/2020,2:45:49 PM,3.60,0.59,-0.95,1.01
1/20/2020,2:45:49 PM,3.65,0.6,-0.95,1.01
1/20/2020,2:45:49 PM,3.70,0.6,-0.96,1.01
1/20/2020,2:45:49 PM,3.75,0.6,-0.96,1.02
1/20/2020,2:45:49 PM,3.80,0.6,-0.95,1.02
1/20/2020,2:45:49 PM,3.85,0.6,-0.95,1.02
1/20/2020,2:45:50 PM,3.90,0.6,-0.95,1.02
1/20/2020,2:45:50 PM,3.95,0.6,-0.95,1.02
1/20/2020,2:45:50 PM,4.00,0.59,-0.94,1.02
1/20/2020,2:45:50 PM,4.05,0.59,-0.94,1.02
1/20/2020,2:45:50 PM,4.10,0.59,-0.94,1.02
1/20/2020,2:45:50 PM,4.15,0.59,-0.95,1.02
1/20/2020,2:45:50 PM,4.20,0.59,-0.95,1.02
1/20/2020,2:45:50 PM,4.25,0.59,-0.95,1.01
1/20/2020,2:45:50 PM,4.30,0.59,-0.95,1.01
1/20/2020,2:45:50 PM,4.35,0.59,-0.95,1.01
1/20/2020,2:45:50 PM,4.40,0.59,-0.95,1.01
1/20/2020,2:45:50 PM,4.45,0.6,-0.95,1.01
1/20/2020,2:45:50 PM,4.50,0.6,-0.95,1.02
1/20/2020,2:45:50 PM,4.55,0.6,-0.95,1.02
1/20/2020,2:45:50 PM,4.60,0.6,-0.95,1.02
1/20/2020,2:45:50 PM,4.65,0.6,-0.95,1.02
1/20/2020,2:45:50 PM,4.70,0.59,-0.95,1.02
1/20/2020,2:45:50 PM,4.75,0.59,-0.94,1.02
1/20/2020,2:45:50 PM,4.80,0.59,-0.94,1.01
1/20/2020,2:45:50 PM,4.85,0.59,-0.94,1.01
1/20/2020,2:45:51 PM,4.90,0.59,-0.95,1.01
1/20/2020,2:45:51 PM,4.95,0.59,-0.95,1.01
1/20/2020,2:45:51 PM,5.00,0.59,-0.95,1.01
1/20/2020,2:45:51 PM,5.05,0.59,-0.95,1.02
1/20/2020,2:45:51 PM,5.10,0.59,-0.95,1.02
1/20/2020,2:45:51 PM,5.15,0.6,-0.95,1.02
1/20/2020,2:45:51 PM,5.20,0.6,-0.95,1.02
1/20/2020,2:45:51 PM,5.25,0.6,-0.96,1.02
1/20/2020,2:45:51 PM,5.30,0.6,-0.95,1.02
1/20/2020,2:45:51 PM,5.35,0.6,-0.95,1.02
1/20/2020,2:45:51 PM,5.40,0.6,-0.95,1.01
1/20/2020,2:45:51 PM,5.45,0.6,-0.95,1.02
1/20/2020,2:45:51 PM,5.50,0.59,-0.94,1.02
1/20/2020,2:45:51 PM,5.55,0.59,-0.94,1.01
1/20/2020,2:45:51 PM,5.60,0.59,-0.94,1.01
1/20/2020,2:45:51 PM,5.65,0.59,-0.95,1.02
1/20/2020,2:45:51 PM,5.70,0.59,-0.95,1.02
1/20/2020,2:45:51 PM,5.75,0.59,-0.95,1.02
1/20/2020,2:45:51 PM,5.80,0.59,-0.95,1.02
1/20/2020,2:45:51 PM,5.85,0.59,-0.95,1.02
1/20/2020,2:45:52 PM,5.90,0.6,-0.95,1.01
1/20/2020,2:45:52 PM,5.95,0.6,-0.95,1.01
1/20/2020,2:45:52 PM,6.00,0.6,-0.96,1.02
1/20/2020,2:45:52 PM,6.05,0.6,-0.95,1.01
1/20/2020,2:45:52 PM,6.10,0.6,-0.95,1.02
1/20/2020,2:45:52 PM,6.15,0.6,-0.95,1.02
1/20/2020,2:45:52 PM,6.20,0.6,-0.95,1.02
1/20/2020,2:45:52 PM,6.25,0.6,-0.94,1.02
1/20/2020,2:45:52 PM,6.30,0.59,-0.94,1.02
1/20/2020,2:45:52 PM,6.35,0.59,-0.94,1.02
1/20/2020,2:45:52 PM,6.40,0.59,-0.95,1.02
1/20/2020,2:45:52 PM,6.45,0.59,-0.95,1.02
1/20/2020,2:45:52 PM,6.50,0.59,-0.95,1.02
1/20/2020,2:45:52 PM,6.55,0.59,-0.95,1.02
1/20/2020,2:45:52 PM,6.60,0.59,-0.95,1.02
1/20/2020,2:45:52 PM,6.65,0.6,-0.95,1.01
1/20/2020,2:45:52 PM,6.70,0.6,-0.95,1.01
1/20/2020,2:45:52 PM,6.75,0.6,-0.96,1.02
1/20/2020,2:45:52 PM,6.80,0.6,-0.95,1.01
1/20/2020,2:45:52 PM,6.85,0.6,-0.95,1.02
1/20/2020,2:45:53 PM,6.90,0.6,-0.95,1.02
1/20/2020,2:45:53 PM,6.95,0.6,-0.95,1.02
1/20/2020,2:45:53 PM,7.00,0.59,-0.94,1.02
1/20/2020,2:45:53 PM,7.05,0.59,-0.94,1.02
1/20/2020,2:45:53 PM,7.10,0.59,-0.94,1.02
1/20/2020,2:45:53 PM,7.15,0.59,-0.94,1.02
1/20/2020,2:45:53 PM,7.20,0.59,-0.95,1.02
1/20/2020,2:45:53 PM,7.25,0.59,-0.95,1.01
1/20/2020,2:45:53 PM,7.30,0.59,-0.95,1.01
1/20/2020,2:45:53 PM,7.35,0.59,-0.95,1.01
1/20/2020,2:45:53 PM,7.40,0.59,-0.95,1.02
1/20/2020,2:45:53 PM,7.45,0.6,-0.96,1.02
1/20/2020,2:45:53 PM,7.50,0.6,-0.96,1.02
1/20/2020,2:45:53 PM,7.55,0.6,-0.95,1.02
1/20/2020,2:45:53 PM,7.60,0.6,-0.95,1.02
1/20/2020,2:45:53 PM,7.65,0.6,-0.95,1.02
1/20/2020,2:45:53 PM,7.70,0.6,-0.95,1.02
1/20/2020,2:45:53 PM,7.75,0.6,-0.95,1.02
1/20/2020,2:45:53 PM,7.80,0.59,-0.94,1.02
1/20/2020,2:45:53 PM,7.85,0.59,-0.94,1.01
1/20/2020,2:45:54 PM,7.90,0.59,-0.94,1.01
1/20/2020,2:45:54 PM,7.95,0.59,-0.95,1.02
1/20/2020,2:45:54 PM,8.00,0.59,-0.95,1.02
1/20/2020,2:45:54 PM,8.05,0.59,-0.95,1.02
1/20/2020,2:45:54 PM,8.10,0.59,-0.95,1.02
1/20/2020,2:45:54 PM,8.15,0.59,-0.95,1.02
1/20/2020,2:45:54 PM,8.20,0.6,-0.95,1.02
1/20/2020,2:45:54 PM,8.25,0.6,-0.96,1.02
1/20/2020,2:45:54 PM,8.30,0.6,-0.95,1.01
1/20/2020,2:45:54 PM,8.35,0.6,-0.95,1.01
1/20/2020,2:45:54 PM,8.40,0.6,-0.95,1.01
1/20/2020,2:45:54 PM,8.45,0.6,-0.95,1.02
1/20/2020,2:45:54 PM,8.50,0.6,-0.95,1.02
1/20/2020,2:45:54 PM,8.55,0.59,-0.94,1.02
1/20/2020,2:45:54 PM,8.60,0.59,-0.94,1.01
1/20/2020,2:45:54 PM,8.65,0.59,-0.94,1.02
1/20/2020,2:45:54 PM,8.70,0.59,-0.95,1.02
1/20/2020,2:45:54 PM,8.75,0.59,-0.95,1.02
1/20/2020,2:45:54 PM,8.80,0.59,-0.95,1.02
1/20/2020,2:45:54 PM,8.85,0.59,-0.95,1.02
1/20/2020,2:45:55 PM,8.90,0.59,-0.95,1.01
1/20/2020,2:45:55 PM,8.95,0.59,-0.95,1.01
1/20/2020,2:45:55 PM,9.00,0.6,-0.96,1.02
1/20/2020,2:45:55 PM,9.05,0.6,-0.96,1.02
1/20/2020,2:45:55 PM,9.10,0.6,-0.95,1.02
1/20/2020,2:45:55 PM,9.15,0.6,-0.95,1.02
1/20/2020,2:45:55 PM,9.20,0.6,-0.95,1.02
1/20/2020,2:45:55 PM,9.25,0.6,-0.94,1.02
1/20/2020,2:45:55 PM,9.30,0.59,-0.94,1.02
1/20/2020,2:45:55 PM,9.35,0.59,-0.94,1.02
1/20/2020,2:45:55 PM,9.40,0.59,-0.94,1.02
1/20/2020,2:45:55 PM,9.45,0.59,-0.95,1.02
1/20/2020,2:45:55 PM,9.50,0.59,-0.95,1.01
1/20/2020,2:45:55 PM,9.55,0.59,-0.95,1.02
1/20/2020,2:45:55 PM,9.60,0.59,-0.95,1.02
1/20/2020,2:45:55 PM,9.65,0.59,-0.95,1.02
1/20/2020,2:45:55 PM,9.70,0.6,-0.95,1.01
1/20/2020,2:45:55 PM,9.75,0.6,-0.96,1.02
1/20/2020,2:45:55 PM,9.80,0.6,-0.95,1.02
1/20/2020,2:45:55 PM,9.85,0.6,-0.95,1.02
1/20/2020,2:45:56 PM,9.90,0.6,-0.95,1.02
1/20/2020,2:45:56 PM,9.95,0.6,-0.95,1.02
1/20/2020,2:45:56 PM,10.00,0.6,-0.95,1.02
1/20/2020,2:45:56 PM,10.05,0.59,-0.94,1.01
1/20/2020,2:45:56 PM,10.10,0.59,-0.94,1.01
1/20/2020,2:45:56 PM,10.15,0.59,-0.94,1.01
1/20/2020,2:45:56 PM,10.20,0.59,-0.94,1.01
1/20/2020,2:45:56 PM,10.25,0.59,-0.95,1.01
1/20/2020,2:45:56 PM,10.30,0.59,-0.95,1.02
1/20/2020,2:45:56 PM,10.35,0.59,-0.95,1.02
1/20/2020,2:45:56 PM,10.40,0.59,-0.95,1.02
